Order_ID,Product_ID,Sales,Quantity,Discount,Profit
CA-2019-146262,TEC-PH-10002844,62.982,3,0.4,-14.69580000000001
CA-2019-146262,TEC-MA-10000864,1188.0,9,0.7,-950.4000000000001
CA-2019-146262,TEC-AC-10000109,89.584,2,0.2,4.479200000000006
CA-2020-130162,OFF-ST-10001328,93.06,6,0.0,26.0568
CA-2020-130162,TEC-PH-10002563,302.376,3,0.2,22.67820000000002
CA-2019-169397,OFF-FA-10000585,5.584000000000001,2,0.2,1.8148
CA-2019-169397,OFF-PA-10004000,22.704,6,0.2,8.2302
CA-2019-169397,OFF-BI-10002852,19.776,4,0.7,-13.8432
CA-2019-169397,FUR-FU-10000087,72.704,4,0.2,19.0848
CA-2019-169397,OFF-AR-10001958,27.168,2,0.2,2.7168
CA-2019-163055,OFF-AR-10001026,2.2,1,0.0,0.9680000000000002
CA-2019-163055,FUR-TA-10003748,622.4499999999999,5,0.0,136.939
CA-2019-163055,OFF-ST-10002485,21.98,1,0.0,0.2197999999999993
US-2019-145436,FUR-CH-10004860,161.568,2,0.2,-28.27440000000002
US-2019-145436,FUR-CH-10004477,389.696,8,0.2,43.84079999999997
US-2018-156216,OFF-BI-10001679,18.648,7,0.7,-12.432
US-2021-100930,FUR-TA-10001705,233.86,2,0.45,-102.048
US-2021-100930,FUR-TA-10003473,620.6145000000001,3,0.45,-248.2457999999999
US-2021-100930,OFF-BI-10001679,5.328000000000001,2,0.7,-3.552
CA-2021-160514,OFF-PA-10002479,10.56,2,0.0,4.752
CA-2020-157749,OFF-PA-10003349,25.92000000000001,5,0.2,9.396
CA-2020-157749,FUR-FU-10000576,419.6800000000001,5,0.6,-356.728
CA-2020-157749,FUR-FU-10004351,11.688,3,0.6,-4.675199999999998
CA-2020-157749,TEC-PH-10000011,31.984,2,0.2,11.1944
CA-2020-157749,FUR-TA-10002607,177.225,5,0.5,-120.513
CA-2020-157749,FUR-FU-10002505,4.044,3,0.6,-2.8308
CA-2020-157749,OFF-AR-10004685,7.408,2,0.2,1.2038
CA-2018-131926,FUR-CH-10004063,2001.86,7,0.0,580.5393999999999
CA-2018-131926,OFF-ST-10002276,166.72,2,0.0,41.68000000000001
CA-2018-131926,OFF-PA-10004082,47.88,6,0.0,23.94
CA-2018-131926,OFF-AP-10002945,1503.25,5,0.0,496.0724999999999
CA-2018-131926,OFF-PA-10000061,25.92,4,0.0,12.4416
CA-2020-154739,FUR-CH-10002965,321.568,2,0.2,28.13720000000001
CA-2020-145625,OFF-PA-10004569,7.61,1,0.0,3.5767
CA-2020-146941,OFF-EN-10003296,361.92,4,0.0,162.864
US-2019-159982,FUR-FU-10002505,12.132,9,0.6,-8.492399999999998
US-2019-159982,OFF-ST-10004804,82.368,2,0.2,-19.5624
US-2019-159982,OFF-ST-10001590,53.92,5,0.2,4.043999999999997
US-2019-159982,TEC-PH-10001580,647.904,6,0.2,56.69159999999997
CA-2021-163139,TEC-AC-10000290,20.37,3,0.0,6.925800000000001
CA-2021-163139,OFF-ST-10002790,221.55,3,0.0,6.646500000000017
CA-2021-163139,OFF-BI-10003460,17.52,5,0.2,6.131999999999999
US-2021-155299,OFF-AP-10002203,1.623999999999999,2,0.8,-4.466
US-2018-106992,TEC-MA-10000822,3059.982,3,0.4,-509.9970000000008
US-2018-106992,TEC-MA-10003353,2519.958,7,0.4,-251.9957999999999
CA-2020-125318,TEC-PH-10001433,328.224,4,0.2,28.7196
CA-2019-155040,TEC-AC-10004469,79.9,2,0.0,35.15600000000001
CA-2021-136826,OFF-AR-10003602,14.016,3,0.2,4.730399999999999
CA-2020-111010,OFF-FA-10003472,7.56,6,0.0,0.3024
US-2021-145366,OFF-ST-10004180,37.208,1,0.2,-7.441600000000001
US-2021-145366,OFF-EN-10004386,57.576,3,0.2,21.591
CA-2021-163979,OFF-ST-10003208,725.84,4,0.0,210.4935999999999
CA-2019-155334,TEC-AC-10003628,209.93,7,0.0,92.36920000000002
CA-2019-155334,FUR-FU-10003274,5.28,3,0.0,2.3232
CA-2019-155334,OFF-BI-10002557,10.92,3,0.2,4.094999999999999
CA-2021-118136,OFF-PA-10002615,8.82,2,0.0,4.0572
CA-2021-118136,OFF-AR-10001427,5.98,1,0.0,1.5548
CA-2021-132976,OFF-PA-10000673,11.648,2,0.2,4.0768
CA-2021-132976,OFF-PA-10004470,18.176,4,0.2,5.907199999999999
CA-2021-132976,OFF-ST-10000876,59.712,6,0.2,5.9712
CA-2021-132976,OFF-LA-10002043,24.84,3,0.2,8.694
US-2019-161991,OFF-BI-10004967,2.08,5,0.8,-3.432
US-2019-161991,TEC-PH-10001760,1114.4,7,0.2,376.11
CA-2019-130890,FUR-TA-10002903,1038.84,5,0.2,51.94200000000001
CA-2019-130883,OFF-PA-10000474,141.76,5,0.2,47.84399999999999
CA-2019-130883,TEC-AC-10001956,239.8,5,0.2,47.95999999999999
CA-2019-130883,OFF-PA-10004100,31.10400000000001,6,0.2,10.8864
CA-2020-112697,OFF-BI-10000778,254.058,7,0.7,-169.3719999999999
CA-2020-112697,OFF-AP-10002684,194.528,2,0.2,24.31599999999997
CA-2020-112697,OFF-SU-10000646,961.4800000000001,5,0.2,-204.3145
CA-2020-110772,OFF-FA-10002983,19.096,7,0.2,6.683599999999999
CA-2020-110772,OFF-LA-10004689,18.496,8,0.2,6.2424
CA-2020-110772,TEC-AC-10002001,255.984,2,0.2,54.39660000000001
CA-2020-110772,FUR-BO-10004709,86.97,3,0.5,-48.7032
CA-2018-111451,FUR-CH-10001891,230.352,3,0.2,20.15580000000001
CA-2018-111451,FUR-FU-10002918,218.352,3,0.2,-24.5646
CA-2018-111451,OFF-BI-10004593,78.60000000000001,5,0.7,-62.88000000000001
CA-2018-111451,OFF-FA-10004854,27.552,3,0.2,9.298799999999996
CA-2020-142545,OFF-PA-10002105,32.40000000000001,5,0.0,15.552
CA-2020-142545,OFF-ST-10002756,1082.48,8,0.0,10.8248000000001
CA-2020-142545,OFF-PA-10004243,56.91,3,0.0,27.3168
CA-2020-142545,FUR-FU-10001861,77.6,4,0.0,38.02399999999999
CA-2020-142545,OFF-BI-10002706,14.28,1,0.0,6.5688
US-2021-152380,FUR-TA-10002533,219.075,3,0.5,-131.4450000000001
CA-2019-144253,FUR-FU-10002671,26.8,2,0.0,12.864
CA-2018-130960,OFF-AR-10003651,9.84,3,0.0,2.853599999999999
CA-2018-111003,OFF-BI-10001072,45.48,3,0.0,20.9208
CA-2018-111003,OFF-AR-10002135,289.2,6,0.0,83.86799999999997
CA-2021-126774,OFF-AR-10002804,4.89,1,0.0,2.0049
CA-2020-142902,FUR-FU-10001918,15.136,4,0.2,3.594800000000001
CA-2020-142902,FUR-CH-10004086,466.768,2,0.2,52.51139999999998
CA-2020-142902,FUR-FU-10001756,15.232,1,0.2,1.713599999999998
CA-2020-142902,OFF-LA-10000634,6.264,3,0.2,2.0358
CA-2018-120887,FUR-FU-10001588,87.53999999999999,3,0.0,37.6422
CA-2018-167850,TEC-PH-10002398,178.384,2,0.2,22.29799999999997
CA-2018-167850,OFF-PA-10001937,15.552,3,0.2,5.4432
CA-2018-164259,OFF-AR-10003373,99.13600000000001,4,0.2,8.674399999999995
CA-2018-164973,FUR-CH-10002602,135.882,1,0.1,24.1568
CA-2018-164973,TEC-MA-10002927,3991.98,2,0.0,1995.99
CA-2018-164973,TEC-PH-10004093,275.94,6,0.0,80.0226
CA-2018-164973,TEC-AC-10000892,360.0,4,0.0,129.6
CA-2018-164973,OFF-ST-10002974,43.57,1,0.0,13.071
CA-2018-156601,OFF-FA-10000624,7.16,2,0.0,3.58
CA-2020-162138,OFF-BI-10004593,251.52,6,0.2,81.744
CA-2020-162138,TEC-AC-10001908,99.99,1,0.0,34.9965
CA-2021-153339,FUR-FU-10001967,15.992,1,0.2,0.999499999999999
US-2020-141544,TEC-PH-10003645,290.898,3,0.4,-67.8762
US-2020-141544,OFF-ST-10000675,54.224,2,0.2,3.388999999999999
US-2020-141544,FUR-CH-10003312,786.744,4,0.3,-258.5016000000001
US-2020-141544,OFF-LA-10001074,100.24,10,0.2,33.83099999999999
US-2020-141544,OFF-BI-10001524,37.76400000000001,6,0.7,-27.6936
US-2020-150147,TEC-PH-10004614,82.8,2,0.4,-20.7
US-2020-150147,OFF-BI-10001153,20.724,2,0.7,-13.816
US-2020-150147,OFF-BI-10001982,4.896000000000001,3,0.7,-3.427199999999999
CA-2019-137946,OFF-BI-10001922,4.752000000000001,1,0.2,1.6038
CA-2019-137946,TEC-CO-10001449,959.984,2,0.2,335.9944
CA-2019-137946,OFF-BI-10004140,14.368,4,0.2,4.489999999999998
CA-2018-129924,OFF-BI-10003314,7.712000000000001,2,0.2,2.7956
CA-2018-129924,FUR-TA-10004575,698.3520000000001,3,0.2,-17.45880000000005
CA-2019-128167,OFF-FA-10000490,4.96,4,0.0,2.3312
CA-2018-122336,OFF-AR-10000122,17.856,4,0.2,1.115999999999998
CA-2018-122336,OFF-BI-10003656,509.9700000000001,10,0.7,-407.9759999999999
CA-2018-122336,OFF-FA-10002780,30.992,13,0.2,10.0724
CA-2018-122336,TEC-PH-10000702,71.928,12,0.4,8.39159999999999
US-2019-120712,OFF-ST-10000107,88.80000000000001,4,0.2,-2.220000000000013
CA-2021-169901,TEC-PH-10002293,47.976,3,0.2,4.797600000000003
CA-2021-134306,OFF-AR-10004027,7.56,3,0.0,3.099600000000001
CA-2021-134306,OFF-PA-10000249,24.56,2,0.0,11.5432
CA-2021-134306,OFF-AR-10001374,12.96,2,0.0,4.1472
CA-2020-129714,TEC-AC-10000290,6.79,1,0.0,2.3086
CA-2020-129714,OFF-BI-10002160,3.048,1,0.2,1.0668
CA-2020-129714,OFF-BI-10004995,4355.168000000001,4,0.2,1415.4296
CA-2020-138520,FUR-BO-10002268,388.7040000000001,6,0.2,-4.858800000000002
CA-2020-138520,OFF-EN-10001137,8.26,2,0.0,3.7996
CA-2020-138520,OFF-AR-10002399,17.04,4,0.0,6.9864
CA-2020-138520,OFF-PA-10002713,34.4,5,0.0,15.824
CA-2020-130001,OFF-PA-10002666,36.24000000000001,5,0.2,11.325
CA-2021-155698,OFF-AP-10001124,647.84,8,0.0,168.4384
CA-2021-155698,OFF-LA-10001158,20.7,2,0.0,9.936
CA-2021-144904,OFF-LA-10001158,20.7,2,0.0,9.936
CA-2021-144904,FUR-CH-10000785,488.646,3,0.1,86.8704
CA-2021-144904,OFF-AR-10003732,5.56,2,0.0,1.4456
CA-2021-144904,FUR-FU-10000023,47.12,8,0.0,20.7328
CA-2018-123344,OFF-ST-10001713,211.96,4,0.0,8.478399999999993
CA-2020-155516,OFF-BI-10002412,23.2,4,0.0,10.44
CA-2020-155516,OFF-SU-10001225,7.36,2,0.0,0.1471999999999998
CA-2020-155516,OFF-ST-10002406,104.79,7,0.0,29.34120000000001
CA-2020-155516,FUR-BO-10002545,1043.92,4,0.0,271.4192
CA-2021-104745,OFF-PA-10002036,25.92000000000001,5,0.2,9.396
CA-2021-104745,OFF-ST-10002205,53.42400000000001,3,0.2,4.674600000000002
US-2018-119137,OFF-BI-10001982,8.160000000000002,5,0.7,-5.712
US-2018-119137,TEC-AC-10003911,1023.936,8,0.2,179.1887999999999
US-2018-119137,OFF-AR-10000658,9.24,1,0.2,0.9239999999999999
US-2018-119137,TEC-AC-10002076,479.04,10,0.2,-29.94000000000001
US-2020-134656,OFF-PA-10003039,99.13600000000001,4,0.2,30.97999999999999
US-2021-134481,FUR-TA-10004915,1488.424,7,0.3,-297.6847999999998
CA-2019-130792,OFF-AP-10000696,8.651999999999997,3,0.8,-20.33220000000001
CA-2019-130792,OFF-ST-10003327,23.832,3,0.2,2.681099999999995
CA-2019-130792,OFF-BI-10000309,12.176,4,0.8,-18.87280000000001
CA-2020-134775,OFF-PA-10004734,50.96,7,0.0,25.48
CA-2020-134775,OFF-BI-10002225,49.536,3,0.2,17.3376
CA-2019-125395,TEC-AC-10004708,41.9,2,0.0,8.799
US-2019-168935,FUR-TA-10000617,375.4575,3,0.45,-157.0095
US-2019-168935,TEC-AC-10002335,83.97600000000001,3,0.2,-1.049700000000005
CA-2019-122756,TEC-MA-10001681,482.34,4,0.7,-337.6379999999998
CA-2019-122756,FUR-FU-10001935,2.96,1,0.2,0.7770000000000002
CA-2018-115973,OFF-AR-10004757,2.624,1,0.2,0.4263999999999998
CA-2021-101798,OFF-BI-10000050,23.36,4,0.2,7.883999999999999
CA-2021-101798,TEC-AC-10001998,39.98,2,0.0,13.5932
US-2018-135972,TEC-PH-10003012,246.384,2,0.2,27.71819999999997
