Postal_Code,City_ID
98026,220
98502,221
98006,222
98031,223
99207,224
98226,225
98042,226
98052,227
99301,228
98632,229
98059,230
98208,231
84084,232
84057,233
84041,234
84604,235
84062,236
84106,237
84107,238
84321,239
84043,240
84020,241
85234,242
85023,243
85254,244
85705,245
85204,246
85635,247
85301,248
85281,249
85345,250
86442,251
85323,252
85364,253
85224,254
97206,255
97301,256
97224,257
97756,258
97504,259
97477,260
97030,261
97405,262
97123,263
80013,264
80219,265
80906,266
80004,267
80027,268
80134,269
81001,270
80020,271
80122,272
80525,273
80112,274
80229,275
80538,276
80022,277
80501,278
80634,279
88220,280
87401,281
87105,282
88001,283
87505,284
88101,285
87124,286
89115,287
89502,288
89031,289
89015,290
89431,291
59405,292
59715,293
59102,294
59601,295
83642,296
83704,297
83501,298
83201,299
83605,300
83301,301
82001,302
76106,303
77095,304
77041,304
77070,304
77036,304
75080,305
78207,306
75051,307
75220,308
75217,308
75081,308
77506,309
78745,310
78550,311
79109,312
77340,313
78041,314
76017,315
75701,316
75043,317
78664,318
78521,319
75061,320
75019,321
75002,322
79907,323
76051,324
75007,325
75023,326
76248,327
79424,328
75150,329
77840,330
76903,331
76117,332
75034,333
78415,334
78577,335
77489,336
77581,337
79762,338
78539,339
77520,340
76021,341
78501,342
77642,343
75056,344
77573,345
76706,346
75104,347
77590,348
77705,349
79605,350
78666,351
76063,352
77803,353
77571,354
53711,355
53132,356
54302,357
53209,358
54915,359
53142,360
53186,361
54703,362
53214,363
54880,364
54601,365
54401,366
53081,367
68025,368
68104,369
68801,370
68701,371
60540,372
60623,373
60610,373
60653,373
60462,374
61701,375
62521,376
62301,377
61604,378
60068,379
60505,380
60201,381
61107,382
60076,383
60126,384
60098,385
60090,386
60035,387
60440,388
60477,389
60188,390
61821,391
61032,392
61832,393
60302,394
60423,395
60089,396
60016,397
60067,398
60025,399
61761,400
60174,401
60441,402
60004,403
60543,404
55122,405
55901,406
55407,407
55106,408
55044,409
55016,410
56560,411
55124,412
55369,413
56301,414
55113,415
55125,416
55433,417
48185,418
49201,419
48601,420
48227,421
48234,421
48205,421
48180,422
48187,423
48126,424
48183,425
48911,426
48073,427
48146,428
48640,429
48310,430
49505,431
48127,432
48858,433
48066,434
48237,435
48104,436
49423,437
47150,438
47201,439
47374,440
46350,441
46203,442
46614,443
47362,444
47905,445
46544,446
46060,447
46226,448
47401,449
46142,450
46368,451
46514,452
50322,453
50315,454
52601,455
52402,456
52001,457
52240,458
50701,459
52302,460
64055,461
64118,462
65109,463
63376,464
65807,465
65203,466
63116,467
63122,468
63301,469
73034,470
73071,471
74133,472
74403,473
73120,474
74012,475
73505,476
66062,477
66212,478
66502,479
67212,480
67846,481
57103,482
57701,483
57401,484
58103,485
19140,486
19134,486
19120,486
19143,486
19013,487
17602,488
18103,489
19601,490
17403,491
16602,492
18018,493
19901,494
19805,495
19711,496
10024,497
10009,497
10035,497
10011,497
12180,498
10801,499
13021,500
11757,501
14609,502
10550,503
11572,504
10701,505
14215,506
11561,507
11520,508
14304,509
13601,510
14701,511
11550,512
13440,513
13501,514
43229,515
43055,516
45011,517
44312,518
44256,519
43017,520
45231,521
45503,522
43123,523
44105,524
44052,525
43615,526
44221,527
44134,528
45014,529
44107,530
44240,531
43302,532
43402,533
43130,534
45373,535
44060,536
44035,537
45040,538
6824,539
6040,540
6360,541
6457,542
6450,543
6010,544
6708,545
6460,546
6484,547
7090,548
7960,549
7109,550
8701,551
7601,552
7060,553
7036,554
8901,555
8360,556
8302,557
7002,558
7501,559
8861,560
7055,561
7050,562
8401,563
7011,564
7017,565
1852,566
2038,567
1841,568
2740,569
2149,570
1453,571
2169,572
2148,573
1040,574
2151,575
2138,576
1915,577
1810,578
1752,579
2886,580
2908,581
2895,582
2920,583
3301,584
3820,585
3060,586
21044,587
20735,588
20852,589
21215,590
20877,591
20707,592
21740,593
20016,594
4401,595
4240,596
26003,597
