Customer_ID,Postal_Code,Customer_address_ID
RB-19435,90004,1078
CA-11965,90036,1079
PS-18970,90049,1080
SC-20575,90036,1081
JB-15925,90032,1082
MC-17605,90032,1083
KT-16480,90036,1084
MG-17680,90049,1085
PW-19030,90036,1086
EB-14110,90045,1087
SM-20320,90049,1088
LS-17245,90045,1089
BP-11095,90049,1090
CC-12100,90045,1091
KD-16270,90032,1092
JC-15775,90032,1093
CB-12025,90049,1094
RH-19510,90045,1095
SB-20185,90045,1096
RW-19540,90049,1097
TT-21220,90045,1098
RD-19585,90008,1099
GH-14410,90049,1100
CM-12115,90008,1101
GZ-14545,90036,1102
ZD-21925,90036,1103
SV-20365,90049,1104
SM-20950,90036,1105
JE-15610,90049,1106
SW-20245,90036,1107
AT-10735,90049,1108
DH-13075,90045,1109
SR-20740,90049,1110
ME-17320,90008,1111
KB-16315,90008,1112
KB-16240,90049,1113
HG-14965,90036,1114
BT-11395,90004,1115
MH-17455,90032,1116
AH-10075,90036,1117
JD-16150,90008,1118
BP-11095,90008,1119
SM-20950,90004,1120
AM-10360,90008,1121
BB-10990,90036,1122
BD-11320,90004,1123
PG-18895,90008,1124
RL-19615,90008,1125
BP-11050,90008,1126
MM-18280,90049,1127
AJ-10780,90004,1128
SV-20785,90045,1129
DV-13465,90049,1130
EB-13975,90049,1131
RB-19795,90036,1132
JK-15325,90032,1133
BT-11530,90049,1134
TH-21235,90049,1135
GZ-14545,90008,1136
TC-21535,90049,1137
TB-21520,90045,1138
LR-16915,90036,1139
KD-16615,90008,1140
DB-13660,90036,1141
AJ-10945,90045,1142
SC-20305,90036,1143
RP-19855,90032,1144
AB-10255,90008,1145
JB-15400,90049,1146
CG-12040,90045,1147
SC-20095,90045,1148
PW-19030,90049,1149
EP-13915,90032,1150
MS-17365,90045,1151
LC-16885,90049,1152
FW-14395,90032,1153
CS-11950,90045,1154
JE-15715,90049,1155
KD-16615,90032,1156
BP-11290,90008,1157
MC-18100,90036,1158
MH-17290,90008,1159
KE-16420,90008,1160
CP-12340,90049,1161
DB-12970,90045,1162
AP-10720,90032,1163
ML-17410,90008,1164
ZD-21925,94109,1165
DN-13690,94122,1166
KD-16345,94122,1167
SH-19975,94122,1168
LH-17155,94109,1169
KH-16690,94110,1170
HA-14920,94109,1171
AC-10420,94122,1172
CC-12550,94122,1173
JD-16060,94109,1174
AS-10285,94109,1175
KH-16510,94110,1176
JP-15520,94110,1177
BD-11320,94110,1178
LP-17080,94110,1179
LC-17140,94122,1180
GZ-14470,94110,1181
YC-21895,94110,1182
NZ-18565,94110,1183
ES-14020,94110,1184
GM-14440,94122,1185
PG-18820,94110,1186
CM-12445,94122,1187
GZ-14470,94109,1188
CK-12760,94122,1189
PC-18745,94122,1190
KC-16255,94110,1191
LW-16990,94110,1192
CV-12805,94110,1193
LC-16885,94109,1194
PV-18985,94122,1195
DL-13495,94110,1196
PF-19225,94122,1197
CC-12430,94122,1198
AA-10315,94109,1199
FG-14260,94110,1200
LD-17005,94109,1201
LW-16990,94109,1202
MM-17920,94110,1203
MK-18160,94122,1204
NK-18490,94122,1205
VW-21775,94110,1206
PK-18910,94109,1207
HH-15010,94110,1208
EB-13930,94110,1209
CB-12535,94110,1210
JK-15205,94122,1211
DC-13285,94110,1212
DB-13120,94122,1213
VW-21775,94122,1214
ME-18010,94122,1215
PG-18895,94122,1216
NP-18685,94109,1217
TR-21325,94122,1218
IL-15100,94122,1219
MH-17620,94110,1220
AA-10315,94122,1221
HG-14965,94110,1222
TS-21610,94122,1223
JL-15850,94122,1224
SC-20260,94122,1225
NP-18700,94109,1226
TM-21010,94122,1227
BE-11335,94122,1228
RB-19795,94110,1229
BT-11395,94109,1230
RR-19315,94110,1231
KL-16645,94122,1232
EM-13810,94122,1233
MS-17365,94110,1234
PK-19075,94110,1235
SC-20770,94122,1236
GA-14515,94122,1237
NK-18490,94110,1238
CS-12505,94122,1239
JK-15370,94122,1240
BK-11260,94110,1241
JF-15490,94122,1242
