Customer_ID,Postal_Code_ID,Customer_address_ID
SL-20155,48,264
CC-12610,48,265
LR-16915,48,266
MY-18295,48,267
JM-15250,49,268
EA-14035,49,269
HK-14890,49,270
GA-14725,49,271
PS-19045,49,272
LH-16750,49,273
RB-19795,49,274
BF-10975,49,275
EB-13975,49,276
Dp-13240,49,277
KH-16630,49,278
JL-15835,49,279
DB-13615,49,280
MB-18085,49,281
JE-15715,49,282
JG-15115,49,283
AG-10330,49,284
CK-12595,49,285
ER-13855,49,286
EB-14170,49,287
RS-19765,49,288
RH-19555,49,289
TT-21460,49,290
NF-18385,49,291
CB-12535,50,292
SP-20650,51,293
AJ-10945,51,294
RW-19690,51,295
EB-14170,51,296
SF-20065,51,297
JM-16195,51,298
JL-15130,51,299
BD-11620,51,300
RB-19795,52,301
GT-14635,53,302
JH-15430,53,303
YS-21880,53,304
TH-21550,53,305
SC-20380,53,306
HM-14980,53,307
ON-18715,53,308
BN-11470,54,309
ON-18715,54,310
RR-19525,54,311
JK-15730,55,312
RB-19570,55,313
AS-10045,55,314
AG-10675,55,315
EM-14065,55,316
FM-14380,55,317
DB-13210,55,318
TB-21280,55,319
MH-17455,55,320
NC-18415,55,321
LS-17245,55,322
BF-11170,55,323
CS-11860,55,324
LT-17110,55,325
SH-20395,55,326
JW-16075,55,327
BP-11095,55,328
AB-10600,55,329
MO-17950,55,330
AM-10705,55,331
MC-17605,55,332
NS-18640,55,333
JG-15115,55,334
LW-16990,56,335
GB-14530,56,336
SM-20320,56,337
JM-15580,56,338
JE-15715,56,339
JH-15820,56,340
SM-20950,57,341
SU-20665,57,342
LH-16900,57,343
SW-20245,57,344
DL-12925,57,345
CS-12505,58,346
KB-16315,58,347
KD-16495,59,348
CM-11935,59,349
BF-10975,59,350
RL-19615,59,351
CC-12370,59,352
JF-15565,59,353
HA-14920,59,354
MC-17575,59,355
DW-13585,59,356
ML-18265,59,357
JM-15250,59,358
RD-19810,59,359
CC-12685,60,360
KL-16555,60,361
DL-12865,60,362
FM-14215,60,363
BG-11035,60,364
EB-13975,60,365
BW-11110,60,366
GK-14620,60,367
CH-12070,61,368
BF-11170,61,369
KT-16465,61,370
KN-16705,61,371
MV-18190,61,372
KS-16300,61,373
RM-19375,61,374
TG-21310,61,375
VS-21820,61,376
DB-13555,61,377
FA-14230,61,378
DB-13615,62,379
DM-13345,62,380
MD-17860,62,381
TS-21205,62,382
SG-20605,62,383
DB-13210,63,384
ZC-21910,63,385
NP-18685,64,386
SG-20470,64,387
TB-21175,64,388
SF-20065,65,389
KD-16270,66,390
AJ-10780,66,391
DK-13090,66,392
JJ-15760,66,393
BD-11605,66,394
LC-17140,66,395
CA-12265,66,396
PJ-18835,66,397
CC-12610,66,398
QJ-19255,66,399
ME-17320,66,400
AH-10690,66,401
AS-10240,66,402
RB-19435,66,403
MM-17920,66,404
DK-12835,66,405
AJ-10795,66,406
PG-18895,66,407
KH-16690,66,408
RF-19840,66,409
PM-18940,66,410
EM-14095,66,411
LE-16810,66,412
BG-11035,66,413
BD-11560,66,414
SH-20395,67,415
LE-16810,67,416
TC-21535,67,417
AS-10045,67,418
MV-17485,67,419
CK-12760,67,420
GZ-14470,67,421
GB-14575,67,422
KM-16375,67,423
MG-17875,67,424
RO-19780,67,425
KH-16510,67,426
AG-10390,67,427
JK-15205,67,428
LC-16960,67,429
EB-13750,67,430
KH-16360,67,431
SE-20110,67,432
GD-14590,67,433
JM-15865,67,434
NP-18325,68,435
AB-10060,68,436
LL-16840,68,437
SA-20830,69,438
BD-11500,69,439
EB-13930,69,440
DC-13285,69,441
EB-13840,69,442
AG-10900,69,443
MS-17770,69,444
JD-15895,69,445
AG-10525,69,446
MA-17995,69,447
CB-12025,69,448
PG-18895,69,449
LC-16870,69,450
RC-19825,70,451
SD-20485,70,452
TB-21400,70,453
GM-14695,70,454
DD-13570,70,455
MW-18235,71,456
VG-21805,71,457
TT-21220,71,458
PO-18850,71,459
DA-13450,71,460
EM-14200,71,461
OT-18730,71,462
HP-14815,71,463
AH-10690,71,464
LW-17125,71,465
TD-20995,71,466
PS-19045,72,467
FO-14305,72,468
DH-13675,72,469
BM-11785,72,470
KM-16375,73,471
CS-12355,73,472
ME-17725,73,473
AM-10705,73,474
AG-10675,73,475
TH-21100,73,476
SW-20455,74,477
ML-17755,74,478
RS-19420,74,479
LO-17170,74,480
AS-10090,75,481
TW-21025,75,482
ND-18460,76,483
CK-12325,76,484
AI-10855,76,485
KD-16495,76,486
TT-21070,76,487
NF-18385,76,488
MM-17920,76,489
RF-19840,76,490
CC-12220,76,491
EG-13900,76,492
MK-18160,77,493
JF-15565,77,494
EH-14125,77,495
FH-14275,77,496
BD-11500,77,497
BW-11200,78,498
AG-10765,78,499
RH-19600,78,500
NC-18535,78,501
BG-11035,78,502
JE-15745,79,503
RO-19780,79,504
HF-14995,79,505
MC-17275,79,506
MN-17935,79,507
JO-15280,79,508
RB-19645,79,509
DV-13045,79,510
LA-16780,79,511
BG-11035,79,512
DC-12850,79,513
DD-13570,79,514
MY-17380,79,515
GG-14650,80,516
CG-12040,80,517
KE-16420,80,518
MP-17965,80,519
HK-14890,81,520
DK-12835,81,521
DK-12895,81,522
EB-13870,81,523
SJ-20125,81,524
FH-14275,81,525
VD-21670,82,526
JL-15175,82,527
TS-21505,82,528
CS-12175,82,529
SO-20335,82,530
CY-12745,82,531
DP-13390,82,532
DB-13060,82,533
SJ-20215,82,534
VP-21760,82,535
DJ-13510,83,536
PJ-18835,83,537
ML-17395,83,538
SP-20860,83,539
DW-13540,84,540
SH-20635,84,541
ES-14020,84,542
JL-15130,84,543
CA-12775,85,544
SH-19975,85,545
BV-11245,85,546
MM-18280,85,547
JF-15190,86,548
DM-13015,86,549
BH-11710,86,550
AG-10390,87,551
DW-13195,87,552
Dp-13240,87,553
DL-13315,87,554
AH-10075,87,555
FH-14365,87,556
MH-18025,87,557
LP-17095,87,558
GM-14440,87,559
AS-10630,87,560
KW-16570,88,561
RO-19780,88,562
PN-18775,88,563
MB-17305,89,564
EB-13870,89,565
AH-10210,89,566
RB-19360,89,567
EH-14005,89,568
CK-12760,89,569
PN-18775,89,570
AT-10735,89,571
TR-21325,89,572
PK-19075,89,573
LR-16915,89,574
BG-11035,89,575
DM-12955,89,576
RR-19525,89,577
TS-21205,89,578
CC-12610,89,579
KB-16240,90,580
TT-21070,90,581
CS-12175,90,582
CA-12265,90,583
JL-15175,90,584
AH-10465,91,585
AB-10165,92,586
CG-12040,92,587
AA-10375,92,588
DK-12985,93,589
GH-14410,93,590
SC-20770,94,591
EH-14185,94,592
DH-13075,94,593
RA-19885,94,594
TC-20980,94,595
CB-12025,94,596
AH-10465,94,597
RL-19615,95,598
AS-10225,95,599
BF-11080,95,600
JW-15220,95,601
VW-21775,95,602
YS-21880,95,603
DC-12850,96,604
IM-15070,96,605
AP-10720,96,606
MC-17425,97,607
PJ-19015,97,608
JK-15730,97,609
NW-18400,97,610
AM-10705,98,611
KN-16705,98,612
MS-17710,98,613
RH-19600,99,614
MH-18115,99,615
KC-16255,99,616
FW-14395,99,617
JK-15370,99,618
ND-18460,99,619
MF-17665,99,620
EB-13750,100,621
CA-11965,100,622
DP-13390,101,623
SR-20425,101,624
PO-18865,102,625
EA-14035,102,626
CL-12565,102,627
PN-18775,102,628
PK-19075,102,629
RF-19735,102,630
JF-15355,102,631
RS-19765,102,632
CS-12250,102,633
GB-14575,102,634
JD-15895,102,635
Co-12640,103,636
SB-20290,103,637
SG-20470,103,638
GB-14530,103,639
CM-12385,104,640
JE-16165,104,641
RS-19765,105,642
ND-18370,106,643
AP-10915,107,644
RM-19675,108,645
MC-18130,108,646
KW-16570,108,647
BD-11605,108,648
CY-12745,108,649
BG-11035,108,650
CS-12250,109,651
NB-18580,109,652
MC-17275,110,653
SV-20365,110,654
AC-10450,110,655
CS-12355,110,656
LL-16840,110,657
KB-16585,110,658
BD-11725,110,659
JG-15160,110,660
MH-18025,110,661
SW-20455,110,662
HG-14845,111,663
DR-12940,111,664
HG-15025,112,665
VB-21745,113,666
CS-12460,113,667
ME-17320,113,668
RF-19840,113,669
CS-12505,113,670
MM-18280,113,671
TS-21160,113,672
DL-13495,113,673
RA-19885,113,674
SC-20680,113,675
JP-16135,113,676
DB-12910,113,677
BP-11155,113,678
JB-16045,113,679
TC-21475,113,680
TP-21130,113,681
RA-19915,113,682
AP-10915,113,683
KT-16480,113,684
NH-18610,113,685
AG-10675,113,686
EC-14050,113,687
RM-19375,113,688
YS-21880,113,689
MH-18115,113,690
SS-20140,113,691
AR-10570,113,692
LH-16900,113,693
FO-14305,113,694
BF-11275,113,695
BS-11365,113,696
BD-11725,113,697
BD-11500,113,698
KS-16300,113,699
DS-13180,113,700
GA-14515,113,701
CM-12385,114,702
JC-16105,114,703
AH-10075,114,704
AA-10375,114,705
SC-20380,114,706
FH-14350,114,707
JC-15775,114,708
JE-15610,114,709
SS-20410,114,710
JH-15910,114,711
RB-19645,114,712
DL-13315,114,713
JG-15160,114,714
JS-15880,114,715
SG-20470,114,716
BF-11170,114,717
PF-19225,114,718
DJ-13420,115,719
DC-13285,115,720
CS-12355,116,721
NH-18610,116,722
EH-13990,116,723
MO-17800,116,724
DM-13345,116,725
SV-20785,116,726
KM-16660,116,727
AH-10690,116,728
BF-10975,116,729
KC-16255,117,730
ND-18460,117,731
ST-20530,117,732
JC-15775,117,733
PP-18955,118,734
TP-21130,118,735
PG-18820,118,736
PB-19105,118,737
MP-17470,118,738
TB-21355,119,739
PF-19165,119,740
KF-16285,119,741
EM-13825,119,742
JF-15490,120,743
RD-19585,120,744
JO-15145,120,745
XP-21865,120,746
RA-19885,120,747
CK-12595,121,748
RF-19345,121,749
VM-21685,121,750
RF-19345,122,751
LL-16840,123,752
NF-18385,124,753
MC-17845,124,754
VD-21670,124,755
SW-20275,124,756
SN-20710,124,757
CM-12655,124,758
SC-20800,124,759
SU-20665,124,760
MT-17815,124,761
AB-10255,124,762
KD-16495,124,763
MH-17440,124,764
JK-15625,124,765
FM-14380,124,766
SJ-20125,124,767
CS-11950,124,768
EJ-14155,125,769
AH-10030,125,770
HG-14965,125,771
LM-17065,126,772
CB-12535,126,773
AR-10405,127,774
JS-16030,127,775
BH-11710,127,776
MD-17350,128,777
TB-21190,128,778
JE-15745,128,779
KL-16555,128,780
DB-13555,128,781
TS-21655,128,782
TC-21475,128,783
SC-20095,128,784
HL-15040,129,785
LH-16900,129,786
EH-14005,129,787
EP-13915,129,788
JP-15520,129,789
LT-17110,130,790
DJ-13510,130,791
IG-15085,130,792
CK-12595,130,793
CM-12235,130,794
MF-18250,130,795
LM-17065,131,796
CK-12325,131,797
SJ-20125,132,798
LS-17200,132,799
GA-14725,133,800
MS-17530,134,801
DO-13645,135,802
KM-16375,136,803
DV-13045,137,804
JS-15685,137,805
KB-16240,137,806
AB-10165,137,807
MS-17830,137,808
EM-14095,137,809
MO-17800,137,810
BT-11530,137,811
BF-11170,137,812
MC-17575,137,813
AR-10405,137,814
EM-13810,137,815
GM-14695,137,816
CD-12790,137,817
GA-14725,137,818
SC-20800,137,819
CA-12055,137,820
PO-18865,137,821
SP-20860,137,822
DO-13435,137,823
SP-20920,137,824
SC-20725,137,825
TS-21340,137,826
PV-18985,137,827
JD-15895,137,828
VS-21820,137,829
AB-10255,137,830
MF-18250,137,831
JE-15610,137,832
AI-10855,137,833
BT-11395,137,834
JM-15865,137,835
MH-17290,137,836
JE-15745,137,837
BP-11290,137,838
DO-13645,137,839
KD-16495,137,840
JM-15265,137,841
PP-18955,137,842
SS-20140,137,843
RB-19465,137,844
CS-12505,137,845
RS-19420,137,846
SO-20335,137,847
CB-12415,137,848
JF-15295,137,849
TB-21400,137,850
YS-21880,137,851
CA-11965,137,852
SC-20575,137,853
KT-16480,137,854
PW-19030,137,855
GZ-14545,137,856
ZD-21925,137,857
SM-20950,137,858
SW-20245,137,859
HG-14965,137,860
AH-10075,137,861
BB-10990,137,862
RB-19795,137,863
LR-16915,137,864
DB-13660,137,865
SC-20305,137,866
MC-18100,137,867
BH-11710,138,868
FM-14290,138,869
JH-15910,138,870
LH-17155,138,871
JC-15340,138,872
LC-17140,138,873
HG-14965,138,874
JF-15490,138,875
FM-14215,138,876
LB-16735,138,877
BW-11200,138,878
AM-10360,138,879
PF-19225,138,880
YC-21895,138,881
KT-16465,138,882
MC-17635,138,883
BS-11755,138,884
PS-19045,138,885
CK-12595,138,886
TH-21235,138,887
CS-12250,138,888
JM-15250,138,889
CC-12670,138,890
CC-12475,138,891
BF-11020,138,892
XP-21865,138,893
BD-11725,138,894
VW-21775,138,895
JP-16135,138,896
SC-20440,138,897
VG-21790,138,898
FC-14245,138,899
RB-19645,138,900
HG-15025,138,901
DP-13105,138,902
LL-16840,138,903
KM-16660,138,904
RD-19930,138,905
KH-16690,138,906
CC-12220,138,907
NZ-18565,138,908
SB-20170,138,909
JG-15310,138,910
FA-14230,138,911
JM-15655,138,912
JB-15925,138,913
MC-17605,138,914
KD-16270,138,915
JC-15775,138,916
MH-17455,138,917
JK-15325,138,918
RP-19855,138,919
EP-13915,138,920
FW-14395,138,921
KD-16615,138,922
AP-10720,138,923
EH-13945,139,924
RA-19885,139,925
BN-11515,139,926
NS-18640,139,927
HP-14815,139,928
KT-16465,139,929
JO-15280,139,930
JG-15160,139,931
GK-14620,139,932
GG-14650,139,933
AS-10240,139,934
TG-21310,139,935
KD-16345,139,936
AG-10300,139,937
CC-12145,139,938
MC-18100,139,939
CC-12100,139,940
SJ-20215,139,941
TB-21250,139,942
JL-15835,139,943
GT-14755,139,944
GB-14530,139,945
TS-21370,139,946
SN-20710,139,947
XP-21865,139,948
HM-14860,139,949
RM-19675,139,950
WB-21850,139,951
MB-18085,139,952
LS-17230,139,953
MV-17485,139,954
JD-15790,139,955
PL-18925,139,956
RW-19690,139,957
ES-14020,139,958
CL-12565,139,959
AY-10555,139,960
GM-14440,139,961
EH-13765,139,962
AG-10495,139,963
EM-13825,139,964
NL-18310,139,965
FP-14320,139,966
RL-19615,139,967
DD-13570,139,968
JL-15235,139,969
PS-18970,139,970
MG-17680,139,971
SM-20320,139,972
BP-11095,139,973
CB-12025,139,974
RW-19540,139,975
GH-14410,139,976
SV-20365,139,977
JE-15610,139,978
AT-10735,139,979
SR-20740,139,980
KB-16240,139,981
MM-18280,139,982
DV-13465,139,983
EB-13975,139,984
BT-11530,139,985
TH-21235,139,986
TC-21535,139,987
JB-15400,139,988
PW-19030,139,989
LC-16885,139,990
JE-15715,139,991
CP-12340,139,992
KM-16720,140,993
LS-16975,140,994
CS-12130,140,995
JO-15280,140,996
PB-19150,140,997
CC-12145,140,998
AR-10510,140,999
JJ-15445,140,1000
GB-14530,140,1001
AT-10435,140,1002
KN-16390,140,1003
PC-19000,140,1004
SC-20095,140,1005
DP-13000,140,1006
FH-14275,140,1007
JM-16195,140,1008
LA-16780,140,1009
AM-10705,140,1010
BF-11005,140,1011
CT-11995,140,1012
AR-10825,140,1013
CM-12190,140,1014
CL-12565,140,1015
RA-19285,140,1016
DB-12970,140,1017
DP-13390,140,1018
AB-10600,140,1019
MA-17995,140,1020
SN-20710,140,1021
MC-18130,140,1022
DE-13255,140,1023
TB-21625,140,1024
AB-10060,140,1025
AH-10030,140,1026
MC-17605,140,1027
HF-14995,140,1028
LC-17050,140,1029
MA-17560,140,1030
AG-10390,140,1031
RD-19585,140,1032
BP-11230,140,1033
CW-11905,140,1034
SC-20230,140,1035
LS-16945,140,1036
GA-14515,140,1037
AR-10540,140,1038
HG-14965,140,1039
GK-14620,140,1040
RB-19435,140,1041
BT-11395,140,1042
SM-20950,140,1043
BD-11320,140,1044
AJ-10780,140,1045
TT-21070,141,1046
DB-13615,141,1047
SP-20860,141,1048
MT-18070,141,1049
OT-18730,141,1050
RD-19810,141,1051
JS-15595,141,1052
HR-14770,141,1053
AP-10915,141,1054
ZC-21910,141,1055
JC-16105,141,1056
AT-10435,141,1057
TH-21100,141,1058
SP-20620,141,1059
GM-14680,141,1060
MG-18145,141,1061
JA-15970,141,1062
MY-17380,141,1063
BO-11350,141,1064
TT-21265,141,1065
NL-18310,141,1066
LR-16915,141,1067
VF-21715,141,1068
RS-19765,141,1069
JD-15895,141,1070
CS-12400,141,1071
ED-13885,141,1072
CC-12370,141,1073
BD-11320,141,1074
WB-21850,141,1075
AB-10165,141,1076
BF-11170,141,1077
TS-21430,141,1078
SC-20050,141,1079
JL-15835,141,1080
SC-20725,141,1081
JM-15580,141,1082
CV-12805,141,1083
TZ-21580,141,1084
PF-19225,141,1085
NM-18520,141,1086
ML-17395,141,1087
AO-10810,141,1088
JB-16000,141,1089
MV-18190,141,1090
BP-11230,141,1091
DW-13195,141,1092
TB-21190,141,1093
RL-19615,141,1094
EB-14110,141,1095
LS-17245,141,1096
CC-12100,141,1097
RH-19510,141,1098
SB-20185,141,1099
TT-21220,141,1100
DH-13075,141,1101
SV-20785,141,1102
TB-21520,141,1103
AJ-10945,141,1104
CG-12040,141,1105
SC-20095,141,1106
MS-17365,141,1107
CS-11950,141,1108
DB-12970,141,1109
KH-16690,142,1110
FP-14320,142,1111
SN-20560,142,1112
AA-10375,142,1113
JF-15190,142,1114
JB-15400,142,1115
CM-12655,142,1116
ML-17395,142,1117
PS-18760,142,1118
AG-10900,142,1119
RW-19540,142,1120
CK-12595,142,1121
HF-14995,142,1122
EP-13915,142,1123
CC-12550,142,1124
MC-17845,142,1125
NG-18430,142,1126
MZ-17515,142,1127
TC-21535,142,1128
SS-20410,142,1129
TT-21460,142,1130
JO-15145,142,1131
RM-19675,142,1132
EA-14035,142,1133
AP-10915,142,1134
KF-16285,142,1135
FA-14230,142,1136
FH-14365,142,1137
LH-17155,142,1138
AZ-10750,142,1139
BG-11740,142,1140
EH-13945,142,1141
EJ-13720,142,1142
DE-13255,142,1143
HM-14980,142,1144
RS-19765,142,1145
BP-11155,142,1146
AH-10690,142,1147
RD-19585,142,1148
CM-12115,142,1149
ME-17320,142,1150
KB-16315,142,1151
JD-16150,142,1152
BP-11095,142,1153
AM-10360,142,1154
PG-18895,142,1155
RL-19615,142,1156
BP-11050,142,1157
GZ-14545,142,1158
KD-16615,142,1159
AB-10255,142,1160
BP-11290,142,1161
MH-17290,142,1162
KE-16420,142,1163
ML-17410,142,1164
ZD-21925,143,1165
LH-17155,143,1166
HA-14920,143,1167
JD-16060,143,1168
AS-10285,143,1169
GZ-14470,143,1170
LC-16885,143,1171
AA-10315,143,1172
LD-17005,143,1173
LW-16990,143,1174
PK-18910,143,1175
NP-18685,143,1176
NP-18700,143,1177
BT-11395,143,1178
MM-17920,143,1179
TT-21220,143,1180
HF-14995,143,1181
TS-21205,143,1182
BC-11125,143,1183
DN-13690,143,1184
BF-11170,143,1185
AA-10645,143,1186
JW-16075,143,1187
DJ-13420,143,1188
CC-12430,143,1189
BD-11605,143,1190
AS-10225,143,1191
VG-21790,143,1192
JM-16195,143,1193
SW-20455,143,1194
SH-19975,143,1195
JH-15985,143,1196
LS-16975,143,1197
AR-10540,143,1198
DM-13345,143,1199
DB-13210,143,1200
SG-20470,143,1201
AF-10870,143,1202
AH-10465,143,1203
DW-13585,143,1204
BP-11155,143,1205
KT-16465,143,1206
EH-13765,143,1207
DK-13225,143,1208
LR-17035,143,1209
AH-10030,143,1210
AC-10660,143,1211
MZ-17335,143,1212
NB-18655,143,1213
PO-18850,143,1214
FC-14245,143,1215
VP-21760,143,1216
SS-20590,143,1217
CM-11815,143,1218
EM-13960,143,1219
RD-19900,143,1220
SG-20605,143,1221
CM-12115,143,1222
LC-16870,143,1223
SN-20560,143,1224
RA-19885,143,1225
GT-14710,143,1226
JO-15550,143,1227
SP-20920,143,1228
CJ-12010,143,1229
NS-18640,143,1230
DB-13615,143,1231
CS-12400,143,1232
EH-14005,143,1233
PR-18880,143,1234
VF-21715,143,1235
NM-18445,143,1236
TS-21340,143,1237
KW-16570,143,1238
MS-17770,143,1239
SF-20965,143,1240
GA-14515,143,1241
DN-13690,144,1242
KD-16345,144,1243
SH-19975,144,1244
AC-10420,144,1245
CC-12550,144,1246
LC-17140,144,1247
GM-14440,144,1248
CM-12445,144,1249
CK-12760,144,1250
PC-18745,144,1251
PV-18985,144,1252
PF-19225,144,1253
CC-12430,144,1254
MK-18160,144,1255
NK-18490,144,1256
JK-15205,144,1257
DB-13120,144,1258
VW-21775,144,1259
ME-18010,144,1260
PG-18895,144,1261
TR-21325,144,1262
IL-15100,144,1263
AA-10315,144,1264
TS-21610,144,1265
JL-15850,144,1266
SC-20260,144,1267
TM-21010,144,1268
BE-11335,144,1269
KL-16645,144,1270
EM-13810,144,1271
SC-20770,144,1272
GA-14515,144,1273
CS-12505,144,1274
JK-15370,144,1275
JF-15490,144,1276
LH-17020,144,1277
MW-18235,144,1278
BS-11755,144,1279
GM-14695,144,1280
PO-19195,144,1281
CL-11890,144,1282
TS-21505,144,1283
AG-10300,144,1284
CM-12160,144,1285
GH-14410,144,1286
GW-14605,144,1287
BP-11095,144,1288
AH-10210,144,1289
BD-11725,144,1290
DS-13180,144,1291
BS-11380,144,1292
BD-11500,144,1293
DK-12985,144,1294
AD-10180,144,1295
SS-20590,144,1296
SZ-20035,144,1297
PK-19075,144,1298
DH-13675,144,1299
MB-17305,144,1300
CS-12175,144,1301
PB-18805,144,1302
FM-14290,144,1303
PJ-18835,144,1304
EB-13705,144,1305
RD-19480,144,1306
BT-11680,144,1307
NP-18325,144,1308
RB-19360,144,1309
RD-19720,144,1310
SC-20725,144,1311
SH-20395,144,1312
RW-19630,144,1313
AH-10690,144,1314
BW-11200,144,1315
BC-11125,144,1316
AI-10855,144,1317
FH-14275,144,1318
CC-12475,144,1319
PA-19060,144,1320
HJ-14875,144,1321
TZ-21580,144,1322
ML-17395,144,1323
DK-12835,144,1324
DS-13030,144,1325
NC-18535,144,1326
SJ-20500,144,1327
AH-10030,144,1328
EP-13915,144,1329
JS-16030,144,1330
LD-17005,144,1331
TC-21535,144,1332
BD-11605,144,1333
IM-15055,144,1334
JL-15835,144,1335
KH-16690,145,1336
KH-16510,145,1337
JP-15520,145,1338
BD-11320,145,1339
LP-17080,145,1340
GZ-14470,145,1341
YC-21895,145,1342
NZ-18565,145,1343
ES-14020,145,1344
PG-18820,145,1345
KC-16255,145,1346
LW-16990,145,1347
CV-12805,145,1348
DL-13495,145,1349
FG-14260,145,1350
MM-17920,145,1351
VW-21775,145,1352
HH-15010,145,1353
